,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
813,300163,先锋新材,-0.06,-142.14,,-3.93,,-2795.37,-141.15,,04-25
814,300179,四方达,0.13,108.58,,7.94,,6157.01,108.6,10派1,04-25
815,300502,新易盛,0.48,-67.09,,10.69,,11109.09,5.51,,04-25
816,300518,盛讯达,0.68,-44.26,,5.9,,6322.7,-36.57,,04-25
817,002515,金字火腿,0.11,266.67,,7.46,,10796.81,442.65,,04-25
818,002899,英派斯,0.85,-10.53,,14.3,,8317.0,-2.37,,04-25
819,300292,吴通控股,0.18,38.46,,8.53,,22559.58,34.31,,04-25
820,000554,泰山石油,0.01,-33.33,,0.31,,267.9,-38.09,10派0.1,04-25
821,300686,智动力,0.4,-36.51,,9.66,,4201.61,-28.67,,04-25
822,300050,世纪鼎利,0.21,-12.5,,4.65,,11209.41,-6.54,10派0.2,04-25
823,002681,奋达科技,0.34,9.68,,11.81,,44329.14,15.06,,04-25
824,002715,登云股份,0.1,11.11,,1.91,,895.66,8.2,,04-25
825,300152,科融环境,0.05,-127.78,,2.72,,3746.0,-128.41,10派0.06,04-25
826,603118,共进股份,0.13,-87.74,,2.37,,10136.83,-70.45,10派0.4,04-25
827,300201,海伦哲,0.16,74.83,,11.21,,16041.71,81.5,10派0.2,04-25
828,300540,深冷股份,0.24,-58.45,,3.01,,1928.26,-50.03,,04-25
829,002199,东晶电子,0.01,-85.71,,0.34,,149.0,-90.8,,04-25
830,601166,兴业银行,2.74,-1.08,18.82,15.35,-7.83,5720000.0,6.22,10派6.5,04-25
831,300591,万里马,0.14,-32.98,,8.67,,3733.24,0.89,,04-25
832,601339,百隆东方,0.33,-17.5,,6.69,,48774.34,-19.38,10派1,04-25
833,002264,新华都,-0.08,-200.0,,-3.14,,-5244.34,-196.43,,04-25
834,601566,九牧王,0.86,16.22,,10.2,,49406.37,16.81,10派10,04-25
835,002280,联络互动,0.03,-82.35,,1.05,,6523.42,-81.55,,04-25
836,000523,广州浪奇,0.08,0.0,,2.2,,3997.3,1.79,10派0.2转2,04-25
837,300362,天翔环境,0.16,-48.93,,3.69,,6532.59,-48.4,,04-25
838,300055,万邦达,0.35,10.62,,5.41,,30537.36,16.44,10派0.7,04-25
839,300733,西菱动力,0.84,9.09,,17.76,,10102.99,8.92,,04-25
840,300426,唐德影视,0.48,6.67,,17.2,,19259.48,7.53,,04-25
841,603813,原尚股份,0.72,16.13,,13.09,,5189.08,26.71,,04-25
842,002753,永东股份,1.07,99.48,,21.73,,23700.2,199.21,,04-25
843,002171,楚江新材,0.34,-19.95,,10.88,,36062.83,92.44,10派1.02015,04-25
844,002823,凯中精密,0.53,-54.31,,13.94,,15251.25,18.5,,04-25
845,600225,天津松江,0.21,-142.86,,14.0,,19977.88,-143.91,,04-25
846,300253,卫宁健康,0.14,-77.56,,9.3,,22903.99,-55.84,10派0.149825,04-25
847,601595,上海电影,0.69,-8.0,,12.87,,25712.26,8.82,,04-25
848,002621,三垒股份,0.05,25.0,,1.62,,1835.44,82.68,,04-25
849,300366,创意信息,0.33,-36.2,,5.96,,17267.58,47.73,,04-25
850,002027,分众传媒,0.49,-5.77,,67.65,,600470.68,34.9,10派1转2,04-25
851,002685,华东重机,0.17,282.25,,6.17,,13193.23,343.95,,04-25
852,002380,科远股份,0.46,27.78,,5.44,,10922.33,32.42,10派1.5,04-25
853,300124,汇川技术,0.65,10.17,,20.98,,106004.18,13.76,10派3,04-25
854,300452,山河药辅,0.54,1.89,,11.96,,5033.58,3.18,,04-25
855,600532,宏达矿业,-0.15,-168.18,,-4.23,,-7896.55,-168.89,,04-25
856,600919,江苏银行,1.03,5.1,,13.72,,1187499.7,11.92,10派1.8,04-25
857,300177,中海达,0.15,255.09,,4.15,,6701.21,254.88,,04-25
858,603223,恒通股份,0.52,8.33,,9.41,,6195.42,6.45,,04-25
859,603277,银都股份,0.56,-22.22,,27.15,,19758.65,-18.34,,04-25
860,000018,神州长城,0.22,-21.43,,19.35,,38009.1,-19.75,10派0.4,04-25
861,002828,贝肯能源,0.6,-15.49,,8.04,,7001.5,11.83,,04-25
862,300550,和仁科技,0.41,-50.0,,6.69,,3290.46,-36.81,,04-25
863,603421,鼎信通讯,0.69,-11.54,,15.1,,30179.52,-2.93,,04-25
864,300601,康泰生物,0.53,130.43,,22.9,,21470.35,149.04,10派1.1939送1.98983转2.98474,04-25
865,002610,爱康科技,0.03,-37.5,,2.01,,11345.53,-23.05,,04-25
866,300667,必创科技,0.72,14.29,,16.46,,4286.99,32.89,,04-25
867,300354,东华测试,0.03,130.77,,1.32,,456.83,130.92,,04-25
868,300048,合康新能,0.06,-73.91,,2.74,,6760.33,-62.22,10派0.2,04-25
869,603686,龙马环卫,0.97,22.78,,19.91,,26004.97,23.06,,04-25
870,300065,海兰信,0.29,-14.71,,8.33,,10340.55,26.13,10派0.300658,04-25
871,300081,恒信东方,0.19,430.62,,4.95,,9414.44,494.98,10派0.5,04-25
872,002369,卓翼科技,0.04,0.0,,1.03,,2049.07,21.82,10派0.601104,04-25
873,300097,智云股份,0.62,-1.59,,10.75,,17031.04,83.08,10派0.6,04-25
874,002730,电光科技,0.17,41.67,,6.44,,5609.2,45.56,,04-25
875,300231,银信科技,0.36,3.87,,18.45,,12300.46,6.07,,04-25
876,603320,迪贝电气,0.56,-8.2,,10.39,,5152.52,12.28,,04-25
877,300247,乐金健康,0.08,-33.33,,2.91,,6799.51,-20.6,10派0.3,04-25
878,000886,海南高速,0.1,48.44,,3.61,,9431.06,48.72,10派0.5,04-25
879,000498,山东路桥,0.51,34.07,,15.4,,57605.68,34.06,10派0.6,04-25
880,000520,长航凤凰,0.05,422.92,,17.45,,5081.98,423.04,,04-25
881,300005,探路者,-0.1,-132.24,,-3.19,,-8485.39,-151.24,,04-25
882,300359,全通教育,0.1,-37.5,,3.25,,6629.16,-35.6,,04-25
883,300689,澄天伟业,0.91,9.64,,13.79,,5290.49,24.26,,04-25
884,300377,赢时胜,0.28,-33.76,,7.92,,20846.31,72.23,,04-25
885,002342,巨力索具,-0.02,-190.0,,-0.72,,-1716.18,-183.17,,04-25
886,000622,恒立实业,-0.06,-157.04,,-14.58,,-2738.62,-157.06,,04-25
887,000650,仁和药业,0.31,3.33,,13.2,,38022.67,2.11,10派1,04-25
888,300425,环能科技,0.25,-35.49,,6.45,,9241.13,32.9,,04-25
889,300118,东方日升,0.78,-26.42,,16.04,,64976.8,-5.67,10派1,04-25
890,300155,安居宝,0.02,-33.33,,1.16,,1329.14,-24.48,,04-25
891,300171,东富龙,0.2,-45.95,,4.16,,12309.78,-47.51,10派0.6,04-25
892,300543,朗科智能,0.67,-56.21,,12.73,,8017.14,4.69,,04-25
893,603328,依顿电子,0.55,-53.78,,11.65,,55305.88,-6.01,10派3,04-25
894,600240,华业资本,0.7,-18.6,,15.98,,99820.86,-18.08,10派1,04-25
895,002250,联化科技,0.22,-31.25,,3.68,,20134.12,-23.69,10派1,04-25
896,300628,亿联网络,4.22,-45.34,,26.67,,59078.97,36.65,,04-25
897,300010,立思辰,0.23,-34.0,,3.74,,20278.22,-27.66,,04-25
898,000976,华铁股份,0.31,1450.0,,12.84,,49398.98,1501.07,,04-25
899,601669,中国电建,0.48,1.57,,10.66,,736662.09,8.78,10派0.9255,04-25
900,000797,中国武夷,0.25,-45.65,,10.55,,24975.79,13.7,10派0.6转3,04-25
901,300581,晨曦航空,0.54,-65.37,,9.02,,4852.14,-7.46,,04-25
902,600694,大商股份,2.98,24.69,,12.05,,87655.63,24.69,10派9,04-25
903,002623,亚玛顿,-0.14,-227.27,,-1.06,,-2299.16,-234.82,,04-25
904,300716,国立科技,0.75,-2.6,,12.24,,6157.81,3.03,,04-25
905,600797,浙大网新,0.32,18.52,,10.38,,30322.81,23.65,10派0.5,04-25
906,300126,锐奇股份,0.01,-50.0,,0.43,,444.03,-28.93,10派0.100477,04-25
907,600869,智慧能源,0.02,-82.75,,0.91,,5108.16,-82.18,,04-25
908,300486,东杰智能,0.26,-174.29,,5.69,,3654.81,-174.51,,04-24
909,600178,东安动力,0.09,-45.59,,2.31,,4273.23,-45.6,10派0.28,04-24
910,002483,润邦股份,0.13,-35.0,,3.45,,8507.4,1.48,10派0.5,04-24
911,000020,深华发A,0.0,-82.38,,0.3,,97.44,-82.15,,04-24
912,002848,高斯贝尔,0.09,-80.51,,1.93,,1498.46,-75.08,,04-24
913,601098,中南传媒,0.84,-16.0,,11.69,,151318.8,-16.15,10派6,04-24
914,002548,金新农,0.18,-57.14,,4.11,,6765.78,-57.4,,04-24
915,300276,三丰智能,0.17,325.94,,8.34,,6473.79,335.52,,04-24
916,300603,立昂技术,0.8,73.91,,21.04,,8036.84,126.55,,04-24
917,300356,光一科技,-0.96,-347.4,,-32.12,,-39240.42,-715.18,,04-24
918,002676,顺威股份,-0.07,-183.38,,-4.55,,-4803.98,-255.99,,04-24
919,000637,茂化实华,0.19,58.33,,11.3,,9937.79,61.84,10派1.5,04-24
920,300099,精准信息,0.15,185.0,,6.09,,10164.41,239.81,10派1,04-24
921,600480,凌云股份,0.73,55.32,,9.07,,33103.76,55.39,10派2.2,04-24
922,002709,天赐材料,0.92,-25.2,,15.17,,30473.02,-23.11,10派1.8,04-24
923,300438,鹏辉能源,0.92,67.27,,14.73,,25139.65,81.15,,04-24
924,002456,欧菲科技,0.38,-44.86,,11.79,,100972.03,40.47,10派0.56,04-24
925,600959,江苏有线,0.2,-13.04,,5.95,,78346.64,-10.36,,04-24
926,000007,全新好,0.05,-85.94,,4.34,,1645.37,-78.91,,04-24
927,000861,海印股份,0.1,11.11,,7.27,,23002.66,11.48,,04-24
928,300249,依米康,0.21,63.31,,12.31,,9094.72,104.7,,04-24
929,300265,通光线缆,0.13,-64.86,,4.6,,4230.62,-66.31,,04-24
930,002231,奥维通信,0.03,32.02,,1.4,,955.62,31.83,10派0.1,04-24
931,300608,思特奇,0.78,-29.09,,11.13,,6545.22,18.02,,04-24
932,002585,双星新材,0.07,-63.43,,1.09,,7465.12,-43.88,,04-24
933,300641,正丹股份,0.41,-33.87,,13.0,,10806.3,-19.63,,04-24
934,002296,辉煌科技,-0.4,-278.35,,-10.36,,-15174.28,-278.37,,04-24
935,300345,红宇新材,-0.11,-623.81,,-6.54,,-4989.88,-646.21,,04-24
936,600370,三房巷,0.06,-5.31,,3.51,,4408.89,-5.26,10派0.2,04-24
937,002633,申科股份,0.04,-123.53,,1.04,,541.25,-121.06,,04-24
938,300709,精研科技,2.23,-8.98,,34.53,,15514.69,-3.96,,04-24
939,300727,润禾材料,0.64,25.49,,17.0,,4818.61,32.79,,04-24
940,600486,扬农化工,1.86,30.91,,15.71,,57495.4,30.89,10派5.6,04-24
941,300464,星徽精密,0.07,-63.86,,2.98,,1508.69,-63.94,,04-24
942,603129,春风动力,0.88,0.0,,16.92,,9740.51,10.35,,04-24
943,300206,理邦仪器,0.07,66.22,,3.61,,4376.7,66.08,,04-24
944,002509,天广中茂,0.24,-11.11,,12.74,,60789.94,44.37,10派0.15,04-24
945,600262,北方股份,0.22,120.0,,3.62,,3742.75,115.46,10派0.7,04-24
946,300597,吉大通信,0.18,-41.94,,6.12,,4189.09,-23.81,,04-24
947,603538,美诺华,0.4,-54.55,,4.47,,4467.74,-43.33,,04-24
948,300318,博晖创新,0.05,64.14,,2.7,,3885.1,64.63,10派0.05012,04-24
949,300663,科蓝软件,0.34,-20.93,,7.0,,4008.04,-6.3,,04-24
950,002317,众生药业,0.52,-5.45,,11.87,,42012.11,1.39,10派1.8,04-24
951,300680,隆盛科技,0.31,-51.56,,7.02,,1827.55,-43.79,10派2,04-24
952,000566,海南海药,0.06,-57.14,,1.64,,8662.66,-47.38,10派1,04-24
953,300061,康旗股份,0.57,42.5,,8.86,,29857.89,175.13,10派0.57转3,04-24
954,300384,三联虹普,0.56,2.27,,6.79,,9033.05,10.53,,04-24
955,300109,新开源,0.55,17.02,,7.36,,9282.32,15.97,10派1.01626转3.04878,04-24
956,002413,雷科防务,0.11,10.0,,3.47,,12256.26,16.38,10派0.3,04-24
957,002777,久远银海,0.57,-41.24,,18.81,,9079.55,17.51,10派2.5,04-24
958,002795,永和智控,0.29,-60.81,,9.6,,5802.84,-13.88,,04-24
959,600589,广东榕泰,0.19,35.71,,4.44,,13420.91,33.05,10派0.58,04-24
960,002026,山东威达,0.3,15.38,,5.47,,12554.82,20.75,10派0.6,04-24
961,300075,数字政通,0.42,23.53,,10.27,,16959.49,29.1,10派0.300202,04-24
962,603729,龙韵股份,0.62,19.23,,4.97,,4149.17,18.99,,04-24
963,002718,友邦吊顶,1.47,-0.68,,12.04,,12920.23,2.15,,04-24
964,002735,王子新材,0.48,4.35,,7.64,,3864.32,4.13,,04-24
965,002111,威海广泰,0.3,-34.78,,4.26,,11325.98,-32.8,10派1.2,04-24
966,300515,三德科技,0.12,-70.07,,5.3,,2380.92,-31.56,,04-24
967,300549,优德精密,0.57,-40.63,,16.18,,7570.74,45.59,,04-24
968,300419,浩丰科技,0.16,-52.94,,4.0,,5903.98,-3.87,,04-24
969,002724,海洋王,0.25,-8.92,,8.98,,15195.87,36.61,,04-24
970,002746,仙坛股份,0.56,-62.42,,4.85,,10196.93,-58.47,,04-24
971,600143,金发科技,0.2,-29.97,,5.61,,54793.86,-25.68,10派1,04-24
972,600537,亿晶光电,0.04,-87.1,,1.42,,4867.11,-86.45,10派0.13,04-24
973,300488,恒锋工具,0.93,-21.85,,11.81,,9605.27,28.69,,04-24
974,000758,中色股份,0.1,-32.07,,3.94,,20098.09,-32.1,10派0.15,04-24
975,300214,日科化学,0.23,15.0,,6.52,,9508.55,18.88,,04-24
976,300246,宝莱特,0.39,-14.37,,11.75,,5754.73,-14.29,,04-24
977,300588,熙菱信息,0.81,42.08,,23.65,,8066.79,89.37,,04-24
978,002901,大博医疗,0.8,31.15,,37.76,,29555.63,34.76,,04-24
979,300326,凯利泰,0.27,19.24,,10.09,,19498.14,22.75,,04-24
980,603628,清源股份,0.18,-35.71,,5.55,,4912.28,-14.94,,04-24
981,300358,楚天科技,0.37,12.12,,9.13,,16039.62,12.07,,04-24
982,300688,创业黑马,0.83,5.06,,18.84,,4717.28,16.37,,04-24
983,002020,京新药业,0.39,18.67,,9.17,,26437.69,24.74,10派2,04-24
984,300706,阿石创,0.64,4.92,,15.48,,4093.21,13.62,,04-24
985,300069,金利华电,0.15,-25.0,,3.47,,1792.44,-24.96,,04-24
986,002036,联创电子,0.5,38.89,,16.33,,28369.8,34.79,10派0.486311,04-24
987,300723,一品红,1.27,11.4,,33.84,,15669.53,14.09,,04-24
988,300085,银之杰,0.03,-72.84,,1.99,,2223.85,-72.48,,04-24
989,002068,黑猫股份,0.73,356.25,,18.9,,48077.85,410.74,10派3送5转5,04-24
990,000670,盈方微,-0.41,-1469.26,,-61.18,,-33097.66,-1469.27,,04-24
991,600123,兰花科创,0.68,-218.41,,8.69,,78160.03,-218.42,10派2.2,04-24
992,600525,长园集团,0.88,66.04,,15.51,,113639.42,77.55,10派0.9,04-24
993,002442,龙星化工,0.1,62.15,,4.51,,4995.9,62.11,,04-24
994,002137,麦达数字,0.13,-50.27,,4.55,,7532.73,-49.78,,04-24
995,002217,合力泰,0.38,-37.7,,12.21,,117948.34,34.98,10派0.38,04-24
996,002555,三七互娱,0.76,48.15,,28.12,,162058.24,51.43,,04-24
997,600297,广汇汽车,0.53,4.0,,15.05,,388435.82,38.58,10派1.5,04-24
998,000957,中通客车,0.32,-67.68,,7.13,,19121.17,-67.36,10派2,04-24
999,002282,博深工具,0.15,275.0,,5.69,,5107.93,309.14,10派1,04-24
1000,300660,江苏雷利,2.41,-20.98,,15.42,,21810.04,-5.53,,04-24
1001,300025,华星创业,-0.31,-282.35,,-16.35,,-13344.88,-277.97,,04-24
1002,002330,得利斯,0.02,-16.67,,0.56,,742.35,-17.81,10派0.08,04-24
1003,300711,广哈通信,0.48,-4.0,,17.6,,5528.58,2.97,,04-24
1004,002057,中钢天源,0.53,206.9,,11.49,,13571.68,294.79,10派1.6转5,04-24
1005,002378,章源钨业,0.03,-40.0,,1.61,,3141.88,-33.32,10派0.2,04-24
1006,300159,新研股份,0.27,58.82,,6.65,,40543.6,61.57,,04-24
1007,002774,快意电梯,0.24,-38.96,,8.87,,7497.54,-23.71,,04-24
1008,002843,泰嘉股份,0.37,-5.59,,8.8,,5067.49,23.14,10派1.5,04-24
1009,300272,开能健康,0.15,-44.85,,7.9,,5801.01,-35.72,10派1转2,04-24
1010,002895,川恒股份,0.36,5.18,,7.95,,13341.38,9.06,,04-24
1011,002576,通达动力,0.02,-33.33,,0.46,,392.07,-19.07,,04-24
1012,002271,东方雨虹,1.4,14.75,,21.91,,123883.68,20.43,10派1.49998转6.99991,04-24
1013,300649,杭州园林,0.3,-43.4,,13.64,,3474.28,37.63,,04-24
1014,300665,飞鹿股份,0.46,-28.13,,9.0,,3065.4,-16.37,,04-24
1015,300352,北信源,0.06,-57.93,,4.2,,9145.2,13.82,,04-24
1016,300369,绿盟科技,0.2,-67.21,,6.48,,15236.77,-30.78,,04-24
1017,300079,数码科技,0.03,-84.09,,1.04,,3649.58,-84.1,10派0.096108,04-24
1018,002163,中航三鑫,-0.01,-200.0,,-1.27,,-914.27,-196.62,,04-24
1019,300621,维业股份,0.62,14.81,,11.53,,7877.93,42.9,,04-24
1020,300527,中国应急,0.41,3.75,,10.17,,19300.58,24.5,,04-24
1021,002540,亚太科技,0.29,0.46,,9.52,,30363.47,2.31,,04-24
1022,002873,新天药业,1.07,-3.01,,13.98,,6611.68,15.85,,04-24
1023,300300,汉鼎宇佑,0.19,105.56,,3.83,,8514.05,122.67,,04-24
1024,300058,蓝色光标,0.1,-69.7,,3.35,,22227.85,-65.25,10派0.206224,04-24
1025,002026,山东威达,0.3,15.38,,5.47,,12554.82,20.75,10派0.6,04-24
1026,300075,数字政通,0.42,23.53,,10.27,,16959.49,29.1,10派0.300202,04-24
1027,603729,龙韵股份,0.62,19.23,,4.97,,4149.17,18.99,,04-24
1028,002718,友邦吊顶,1.47,-0.68,,12.04,,12920.23,2.15,,04-24
1029,002735,王子新材,0.48,4.35,,7.64,,3864.32,4.13,,04-24
1030,300139,晓程科技,-0.69,-790.0,,-15.68,,-19005.62,-779.13,,04-24
1031,300462,华铭智能,0.33,-5.71,,7.93,,4523.1,-6.88,,04-24
1032,300515,三德科技,0.12,-70.07,,5.3,,2380.92,-31.56,,04-24
1033,300549,优德精密,0.57,-40.63,,16.18,,7570.74,45.59,,04-24
1034,300419,浩丰科技,0.16,-52.94,,4.0,,5903.98,-3.87,,04-24
1035,002724,海洋王,0.25,-8.92,,8.98,,15195.87,36.61,,04-24
1036,002111,威海广泰,0.3,-34.78,,4.26,,11325.98,-32.8,10派1.2,04-24
1037,000758,中色股份,0.1,-32.07,,3.94,,20098.09,-32.1,10派0.15,04-24
1038,300214,日科化学,0.23,15.0,,6.52,,9508.55,18.88,,04-24
1039,300246,宝莱特,0.39,-14.37,,11.75,,5754.73,-14.29,,04-24
1040,300588,熙菱信息,0.81,42.08,,23.65,,8066.79,89.37,,04-24
1041,002901,大博医疗,0.8,31.15,,37.76,,29555.63,34.76,,04-24
1042,300326,凯利泰,0.27,19.24,,10.09,,19498.14,22.75,,04-24
1043,603628,清源股份,0.18,-35.71,,5.55,,4912.28,-14.94,,04-24
1044,300358,楚天科技,0.37,12.12,,9.13,,16039.62,12.07,,04-24
1045,300688,创业黑马,0.83,5.06,,18.84,,4717.28,16.37,,04-24
1046,002020,京新药业,0.39,18.67,,9.17,,26437.69,24.74,10派2,04-24
1047,300706,阿石创,0.64,4.92,,15.48,,4093.21,13.62,,04-24
1048,300069,金利华电,0.15,-25.0,,3.47,,1792.44,-24.96,,04-24
1049,002036,联创电子,0.5,38.89,,16.33,,28369.8,34.79,10派0.486311,04-24
1050,300723,一品红,1.27,11.4,,33.84,,15669.53,14.09,,04-24
1051,300085,银之杰,0.03,-72.84,,1.99,,2223.85,-72.48,,04-24
1052,002068,黑猫股份,0.73,356.25,,18.9,,48077.85,410.74,10派3送5转5,04-24
1053,000670,盈方微,-0.41,-1469.26,,-61.18,,-33097.66,-1469.27,,04-24
1054,600123,兰花科创,0.68,-218.41,,8.69,,78160.03,-218.42,10派2.2,04-24
1055,002746,仙坛股份,0.56,-62.42,,4.85,,10196.93,-58.47,,04-24
1056,600143,金发科技,0.2,-29.97,,5.61,,54793.86,-25.68,10派1,04-24
1057,600537,亿晶光电,0.04,-87.1,,1.42,,4867.11,-86.45,10派0.13,04-24
1058,300488,恒锋工具,0.93,-21.85,,11.81,,9605.27,28.69,,04-24
1059,002217,合力泰,0.38,-37.7,,12.21,,117948.34,34.98,10派0.38,04-24
1060,002555,三七互娱,0.76,48.15,,28.12,,162058.24,51.43,,04-24
1061,600297,广汇汽车,0.53,4.0,,15.05,,388435.82,38.58,10派1.5,04-24
1062,000957,中通客车,0.32,-67.68,,7.13,,19121.17,-67.36,10派2,04-24
1063,002282,博深工具,0.15,275.0,,5.69,,5107.93,309.14,10派1,04-24
1064,300660,江苏雷利,2.41,-20.98,,15.42,,21810.04,-5.53,,04-24
1065,300025,华星创业,-0.31,-282.35,,-16.35,,-13344.88,-277.97,,04-24
1066,002330,得利斯,0.02,-16.67,,0.56,,742.35,-17.81,10派0.08,04-24
1067,300711,广哈通信,0.48,-4.0,,17.6,,5528.58,2.97,,04-24
1068,002057,中钢天源,0.53,206.9,,11.49,,13571.68,294.79,10派1.6转5,04-24
1069,002378,章源钨业,0.03,-40.0,,1.61,,3141.88,-33.32,10派0.2,04-24
1070,600525,长园集团,0.88,66.04,,15.51,,113639.42,77.55,10派0.9,04-24
1071,002442,龙星化工,0.1,62.15,,4.51,,4995.9,62.11,,04-24
1072,002137,麦达数字,0.13,-50.27,,4.55,,7532.73,-49.78,,04-24
1073,002843,泰嘉股份,0.37,-5.59,,8.8,,5067.49,23.14,10派1.5,04-24
1074,300272,开能健康,0.15,-44.85,,7.9,,5801.01,-35.72,10派1转2,04-24
1075,002895,川恒股份,0.36,5.18,,7.95,,13341.38,9.06,,04-24
1076,002576,通达动力,0.02,-33.33,,0.46,,392.07,-19.07,,04-24
1077,002271,东方雨虹,1.4,14.75,,21.91,,123883.68,20.43,10派1.49998转6.99991,04-24
1078,300649,杭州园林,0.3,-43.4,,13.64,,3474.28,37.63,,04-24
1079,300665,飞鹿股份,0.46,-28.13,,9.0,,3065.4,-16.37,,04-24
1080,300137,先河环保,0.55,77.42,,12.19,,18816.93,78.68,10派0.5转6,04-24
1081,300460,惠伦晶体,0.14,-17.65,,3.46,,2335.69,-18.75,,04-24
1082,002425,凯撒文化,0.31,-3.13,,7.2,,25457.15,67.42,10派1,04-24
1083,000716,黑芝麻,0.18,600.0,,6.36,,11107.11,580.74,10派0.72,04-24
1084,000762,西藏矿业,0.07,58.99,,1.61,,3454.38,62.4,,04-24
1085,603198,迎驾贡酒,0.83,-2.35,,16.9,,66663.57,-2.4,,04-24
1086,600202,*ST哈空,-0.23,-51.69,,-13.69,,-8751.5,-51.7,,04-24
1087,300234,开尔新材,-0.02,-120.0,,-0.61,,-608.65,-121.39,,04-24
1088,000058,深赛格,0.18,29.61,,11.96,,21955.33,104.12,10派0.55,04-24
1089,002559,亚威股份,0.26,-19.09,,6.02,,9470.82,-18.91,,04-24
1090,002893,华通热力,0.54,-1.82,,11.0,,5221.31,5.53,,04-24
1091,300287,飞利信,0.28,12.0,,7.16,,40410.78,18.83,,04-24
1092,300615,欣天科技,0.39,-59.38,,7.58,,3147.3,-45.18,,04-24
1093,002270,华明装备,0.61,29.79,,15.14,,30645.97,29.28,10派1.2转5,04-24
1094,002318,久立特材,0.16,-20.0,,5.02,,13382.42,-20.23,10派1.49999,04-24
1095,601890,亚星锚链,0.04,-37.72,,1.13,,3318.02,-38.48,,04-24
1096,300698,万马科技,0.24,-35.14,,10.78,,2733.91,-25.94,,04-24
1097,300385,雪浪环境,0.5,-32.45,,7.38,,6034.25,-31.98,,04-24
1098,002671,龙泉股份,0.11,57.14,,2.58,,5358.33,78.47,,04-24
1099,300433,蓝思科技,0.78,36.84,,13.77,,204697.74,70.07,,04-24
1100,000681,视觉中国,0.42,35.48,,11.95,,29082.09,35.48,10派0.42,04-24
1101,300142,沃森生物,-0.35,-798.8,,-18.13,,-53713.75,-862.34,,04-24
1102,600529,山东药玻,0.87,17.57,,8.36,,26275.81,38.58,10派3转4,04-24
1103,300530,达志科技,0.77,-6.1,,11.24,,5411.9,12.56,,04-24
1104,002842,翔鹭钨业,0.7,-7.89,,9.53,,6888.37,20.61,,04-24
1105,002848,高斯贝尔,0.09,-80.51,,1.93,,1498.46,-75.08,,04-24
1106,601098,中南传媒,0.84,-16.0,,11.69,,151318.8,-16.15,10派6,04-24
1107,002548,金新农,0.18,-57.14,,4.11,,6765.78,-57.4,,04-24
1108,300276,三丰智能,0.17,325.94,,8.34,,6473.79,335.52,,04-24
1109,300603,立昂技术,0.8,73.91,,21.04,,8036.84,126.55,,04-24
1110,300356,光一科技,-0.96,-347.4,,-32.12,,-39240.42,-715.18,,04-24
1111,002676,顺威股份,-0.07,-183.38,,-4.55,,-4803.98,-255.99,,04-24
1112,000637,茂化实华,0.19,58.33,,11.3,,9937.79,61.84,10派1.5,04-24
1113,300099,精准信息,0.15,185.0,,6.09,,10164.41,239.81,10派1,04-24
1114,600480,凌云股份,0.73,55.32,,9.07,,33103.76,55.39,10派2.2,04-24
1115,002709,天赐材料,0.92,-25.2,,15.17,,30473.02,-23.11,10派1.8,04-24
1116,300438,鹏辉能源,0.92,67.27,,14.73,,25139.65,81.15,,04-24
1117,300486,东杰智能,0.26,-174.29,,5.69,,3654.81,-174.51,,04-24
1118,600178,东安动力,0.09,-45.59,,2.31,,4273.23,-45.6,10派0.28,04-24
1119,002483,润邦股份,0.13,-35.0,,3.45,,8507.4,1.48,10派0.5,04-24
1120,000020,深华发A,0.0,-82.38,,0.3,,97.44,-82.15,,04-24
1121,000861,海印股份,0.1,11.11,,7.27,,23002.66,11.48,,04-24
1122,300249,依米康,0.21,63.31,,12.31,,9094.72,104.7,,04-24
1123,300265,通光线缆,0.13,-64.86,,4.6,,4230.62,-66.31,,04-24
1124,002231,奥维通信,0.03,32.02,,1.4,,955.62,31.83,10派0.1,04-24
1125,300608,思特奇,0.78,-29.09,,11.13,,6545.22,18.02,,04-24
1126,002585,双星新材,0.07,-63.43,,1.09,,7465.12,-43.88,,04-24
1127,300641,正丹股份,0.41,-33.87,,13.0,,10806.3,-19.63,,04-24
1128,002296,辉煌科技,-0.4,-278.35,,-10.36,,-15174.28,-278.37,,04-24
1129,300345,红宇新材,-0.11,-623.81,,-6.54,,-4989.88,-646.21,,04-24
1130,600370,三房巷,0.06,-5.31,,3.51,,4408.89,-5.26,10派0.2,04-24
1131,002633,申科股份,0.04,-123.53,,1.04,,541.25,-121.06,,04-24
1132,300709,精研科技,2.23,-8.98,,34.53,,15514.69,-3.96,,04-24
1133,300727,润禾材料,0.64,25.49,,17.0,,4818.61,32.79,,04-24
1134,600486,扬农化工,1.86,30.91,,15.71,,57495.4,30.89,10派5.6,04-24
1135,002456,欧菲科技,0.38,-44.86,,11.79,,100972.03,40.47,10派0.56,04-24
1136,600959,江苏有线,0.2,-13.04,,5.95,,78346.64,-10.36,,04-24
1137,000007,全新好,0.05,-85.94,,4.34,,1645.37,-78.91,,04-24
1138,000012,南玻A,0.35,-7.89,,10.15,,82538.83,3.47,10派0.5转1.5,04-23
1139,002898,赛隆药业,0.5,-2.78,,17.84,,6450.51,5.32,,04-23
1140,000869,张裕A,1.51,5.59,,12.14,,103169.51,5.01,10派5,04-23
