,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
1141,002251,步步高,0.17,0.41,,2.37,,14645.33,10.36,10派1,04-23
1142,300645,正元智慧,0.69,-25.0,8.17,8.93,,4196.89,-8.27,,04-23
1143,603789,星光农机,0.1,-41.81,,2.34,,2529.48,-23.83,,04-23
1144,300468,四方精创,0.84,13.51,,9.82,,8816.34,16.57,,04-23
1145,002530,金财互联,0.47,193.75,,6.04,,23047.42,395.04,10派0.5转6,04-23
1146,002224,三力士,0.24,-29.41,,9.86,,16079.28,-28.8,10派0.5,04-23
1147,601218,吉鑫科技,0.01,-94.85,,0.24,,607.4,-94.83,10派0.1,04-23
1148,300279,和晶科技,0.17,-62.27,,4.67,,7680.03,12.12,,04-23
1149,002663,普邦股份,0.09,50.0,,3.36,,15188.47,44.41,10派0.09,04-23
1150,300494,盛天网络,0.36,-21.74,,9.21,,8589.2,-21.74,,04-23
1151,300236,上海新阳,0.37,33.46,,5.69,,7240.95,33.11,10派1.3,04-23
1152,000912,*ST天化,-2.54,133.03,,,,-148770.4,133.47,,04-23
1153,002299,圣农发展,0.26,-58.07,,4.79,,31509.67,-53.58,,04-23
1154,300661,圣邦股份,1.74,-3.01,,17.25,,9387.1,16.33,,04-23
1155,600776,东方通信,0.09,29.01,,3.94,,11820.87,29.01,10派0.6,04-23
1156,300712,永福股份,0.69,-0.86,,14.8,,7696.61,5.0,,04-23
1157,002127,南极电商,0.34,70.0,,27.26,,53429.16,77.42,10派0.62转5,04-23
1158,603269,海鸥股份,0.46,-16.36,,7.02,,3787.5,0.81,,04-23
1159,300583,赛托生物,0.88,-30.16,,5.86,,9200.18,-9.07,,04-23
1160,002913,奥士康,1.56,-11.36,,18.52,,17315.15,-9.03,,04-23
1161,300666,江丰电子,0.33,0.0,,14.98,,6403.46,16.55,10派0.53,04-23
1162,002625,光启技术,0.07,-68.18,,1.17,,8085.57,22.62,,04-23
1163,300031,宝通科技,0.56,45.54,,8.29,,22100.59,57.05,10派1.15,04-23
1164,002336,人人乐,-1.35,-990.21,,-26.42,,-53841.16,-990.22,,04-23
1165,300387,富邦股份,0.55,-20.29,,9.16,,6856.11,-19.64,,04-23
1166,300718,长盛轴承,1.53,41.67,,19.78,,12149.36,50.46,,04-23
1167,300165,天瑞仪器,0.22,83.33,,6.6,,10370.91,86.05,10派0.7,04-23
1168,603188,亚邦股份,0.87,-23.6,,14.03,,50070.79,-23.6,10派0.5,04-23
1169,002832,比音勒芬,1.69,1.81,,13.24,,18022.4,35.92,,04-23
1170,300571,平治信息,1.21,-24.84,,33.11,,9702.73,100.36,,04-23
1171,300262,巴安水务,0.21,-40.47,,6.94,,14349.49,1.84,,04-23
1172,002884,凌霄泵业,2.85,10.47,,22.79,,18836.59,25.5,,04-23
1173,603809,豪能股份,1.82,15.49,,16.6,,14988.67,18.7,,04-23
1174,300133,华策影视,0.36,33.33,,9.55,,63443.27,32.6,10派0.37,04-23
1175,603886,元祖股份,0.85,23.19,,18.19,,20351.33,62.88,,04-23
1176,002769,普路通,0.18,-64.71,,5.56,,6824.7,-64.25,10派0.33,04-23
1177,300203,聚光科技,1.0,11.11,,15.25,,44890.7,11.58,10派1.8,04-23
1178,002872,天圣制药,1.31,-7.09,,9.98,,24857.54,10.73,,04-23
1179,603388,元成股份,0.47,-33.8,,13.92,,9178.27,73.05,,04-23
1180,002907,华森制药,0.31,14.86,,20.67,,11198.75,17.01,10派0.71,04-23
1181,300693,盛弘股份,0.61,-34.41,,12.61,,4601.48,-27.95,,04-23
1182,300730,科创信息,0.62,14.81,,21.25,,4449.48,18.68,,04-23
1183,002073,软控股份,0.1,-110.76,,2.01,,9205.22,-111.93,,04-23
1184,000703,恒逸石化,1.0,63.93,,14.21,,162198.96,95.34,10派2转4,04-23
1185,002861,瀛通通讯,0.76,-32.74,,9.78,,8578.82,-17.63,,04-23
1186,300336,新文化,0.46,-6.12,,8.47,,24638.65,-7.09,,04-23
1187,300386,飞天诚信,0.3,3.45,,7.78,,12517.45,4.67,,04-23
1188,603040,新坐标,1.83,48.78,,21.04,,10524.79,89.71,,04-23
1189,002723,金莱特,0.04,16.43,,1.19,,766.77,16.43,,04-23
1190,300471,厚普股份,0.09,-92.38,,1.94,,3248.37,-80.59,,04-23
1191,300587,天铁股份,0.68,-24.44,,8.75,,7115.74,0.89,,04-23
1192,300391,康跃科技,0.37,1138.0,,9.44,,6971.7,1551.62,,04-23
1193,300407,凯发电气,0.24,-46.67,,6.82,,6414.64,-47.32,10派0.5,04-23
1194,603083,剑桥科技,0.8,-11.11,,8.28,,6060.05,-8.62,,04-23
1195,002923,润都股份,1.21,3.42,,20.44,,9065.26,3.64,,04-23
1196,300040,九洲电气,0.29,-25.64,,5.49,,10010.56,-23.3,10派0.5,04-23
1197,300089,文化长城,0.17,-51.43,,4.1,,7346.18,-46.3,,04-23
1198,002527,新时达,0.22,-20.71,,4.97,,13766.95,-19.56,10派0.699994,04-23
1199,601966,玲珑轮胎,0.87,-5.43,,12.57,,104782.6,3.72,10派2.62,04-23
1200,002569,步森股份,-0.24,-580.0,,-6.65,,-3380.7,-612.26,,04-23
1201,300675,建科院,0.27,-5.37,,11.33,,3398.78,7.76,,04-23
1202,000012,南玻A,0.35,-7.89,,10.15,,82538.83,3.47,10派0.5转1.5,04-23
1203,002708,光洋股份,0.03,-81.9,,0.79,,1205.7,-81.31,,04-23
1204,300551,古鳌科技,0.2,-68.95,,2.87,,1491.47,-60.77,,04-23
1205,002898,赛隆药业,0.5,-2.78,,17.84,,6450.51,5.32,,04-23
1206,002627,宜昌交运,0.76,98.58,,9.07,,11082.94,117.8,,04-23
1207,300054,鼎龙股份,0.35,-31.37,3.74,10.02,,33634.11,40.08,10派0.1,04-23
1208,002487,大金重工,0.08,-38.46,,2.41,,4149.95,-41.86,,04-23
1209,002886,沃特股份,0.59,-37.08,,8.21,,4036.14,-26.83,,04-23
1210,002921,联诚精密,0.79,0.0,,10.88,,4709.71,-0.76,,04-23
1211,300657,弘信电子,0.78,34.48,,12.85,,7228.32,59.33,,04-23
1212,603789,星光农机,0.1,-41.81,,2.34,,2529.48,-23.83,,04-23
1213,002476,宝莫股份,0.01,-44.21,,0.84,,827.04,-44.23,,04-23
1214,000815,美利云,0.04,300.0,,1.29,,2549.78,622.22,,04-23
1215,000869,张裕A,1.51,5.59,,12.14,,103169.51,5.01,10派5,04-23
1216,002251,步步高,0.17,0.41,,2.37,,14645.33,10.36,10派1,04-23
1217,300645,正元智慧,0.69,-25.0,8.17,8.93,,4196.89,-8.27,,04-23
1218,600004,白云机场,0.82,-32.23,,12.24,,159578.46,14.49,10派2.4,04-21
1219,000685,中山公用,0.72,10.77,,9.15,,106693.12,10.83,10派2.2,04-21
1220,300210,森远股份,0.11,-60.71,,4.35,,5542.29,-27.52,,04-21
1221,000821,京山轻机,0.32,77.78,,8.47,,15322.45,79.5,10派0.3,04-21
1222,600662,强生控股,0.1,-45.26,,3.08,,10094.17,-45.23,10派0.6,04-21
1223,600770,综艺股份,0.03,-12.69,,1.29,,4471.67,-12.72,,04-21
1224,300053,欧比特,0.19,33.79,,5.85,,12087.4,42.89,,04-21
1225,300707,威唐工业,1.32,42.74,,24.1,,8458.67,55.38,,04-21
1226,300070,碧水源,0.8,33.33,,14.99,,250938.39,35.95,,04-21
1227,002390,信邦制药,0.19,26.67,,4.93,,31938.35,29.82,,04-21
1228,603189,网达软件,0.17,-58.54,,4.68,,3720.49,-48.83,,04-21
1229,000788,北大医药,0.06,200.0,,2.96,,3426.1,172.8,10派0.13,04-21
1230,300521,爱司凯,0.25,-62.69,,7.61,,3668.03,-21.41,,04-21
1231,000005,世纪星源,0.01,-85.87,,1.18,,1530.84,-85.91,,04-21
1232,002885,京泉华,0.83,-17.0,,11.52,,5823.54,-2.98,,04-21
1233,002567,唐人神,0.39,-4.41,,10.33,,31030.55,54.37,,04-21
1234,601777,力帆股份,0.14,100.0,,2.48,,17054.01,106.46,,04-21
1235,600130,波导股份,-0.2,-600.0,,-16.62,,-15270.69,-595.68,,04-21
1236,002443,金洲管道,0.31,158.33,,7.9,,16265.16,158.91,10派1,04-21
1237,000813,德展健康,0.36,-46.93,,19.2,,79717.77,20.48,,04-21
1238,600637,东方明珠,0.85,-23.76,,8.28,,223691.12,-23.76,10派3.5转3,04-21
1239,601229,上海银行,1.96,-24.9,16.27,12.63,-7.78,1532849.9,7.13,10派5转4,04-21
1240,000931,中关村,0.02,-52.84,,1.15,,1426.16,-47.87,,04-21
1241,002588,史丹利,0.23,-47.73,,6.65,,27112.54,-47.1,,04-21
1242,000997,新大陆,0.69,37.54,,20.61,,65408.31,41.78,10派0.800036,04-21
1243,002641,永高股份,0.17,-32.0,,7.37,,19265.43,-10.33,,04-21
1244,600781,辅仁药业,0.94,840.0,,15.54,,39200.38,2120.14,10派1.28,04-21
1245,002047,宝鹰股份,0.29,7.41,,12.32,,36676.77,8.03,10派0.401646,04-21
1246,300435,中泰股份,0.25,4.17,,8.29,,6020.35,5.86,,04-21
1247,603222,济民制药,0.17,30.77,,6.86,,5288.44,29.32,,04-21
1248,002512,达华智能,0.16,7.57,,5.99,,17122.53,7.61,,04-21
1249,002223,鱼跃医疗,0.59,-26.25,,11.37,,59202.94,18.35,10派1.5,04-21
1250,603507,振江股份,1.17,-23.97,,16.49,,11603.97,-19.77,,04-21
1251,300015,爱尔眼科,0.5,-11.61,,21.74,,74251.45,33.19,,04-21
1252,002678,珠江钢琴,0.17,6.25,,6.9,,16470.13,8.72,,04-21
1253,002694,顾地科技,0.2,66.67,,11.01,,11378.41,186.02,10派0.04,04-21
1254,002100,天康生物,0.42,2.44,,14.66,,40714.98,3.72,10派1,04-21
1255,603319,湘油泵,1.37,51.72,,17.1,,11052.2,96.23,,04-21
1256,000411,英特集团,0.4,-4.76,,10.42,,8349.05,-3.87,,04-21
1257,600702,舍得酒业,0.43,79.02,,5.99,,14357.21,79.02,10派0.43,04-21
1258,000563,陕国投A,0.11,-31.61,,4.5,,35223.65,-31.64,10派0.2,04-21
1259,000607,华媒控股,0.14,-36.36,,8.04,,14680.98,-34.18,10派0.15,04-21
1260,600679,上海凤凰,0.19,45.8,,5.9,,7682.41,45.26,,04-21
1261,603506,南都物业,1.26,11.5,,29.58,,7483.24,18.85,,04-21
1262,603111,康尼机电,0.38,16.33,,20.0,,28089.72,17.07,,04-21
1263,300180,华峰超纤,0.45,104.55,,6.65,,24929.17,147.93,10派0.5,04-21
1264,600609,金杯汽车,0.09,-148.42,,13.87,,10071.3,-148.32,,04-21
1265,002276,万马股份,0.12,-47.83,,3.26,,11495.17,-46.59,,04-21
1266,300654,世纪天鸿,0.41,-8.89,,10.44,,3136.48,0.15,,04-21
1267,600033,福建高速,0.24,-2.25,,7.66,,65619.35,-2.23,10派1.2,04-21
1268,300396,迪瑞医疗,1.09,33.12,,14.44,,16739.28,33.77,,04-21
1269,300729,乐歌股份,0.95,0.0,,16.07,,6282.78,4.57,,04-21
1270,002698,博实股份,0.19,18.75,,6.95,,12954.42,17.96,,04-21
1271,002716,金贵银业,0.47,62.07,,8.41,,25345.49,75.39,,04-21
1272,002088,鲁阳节能,0.61,35.56,,12.02,,21375.13,104.22,10派5,04-21
1273,603123,翠微股份,0.28,33.33,,4.87,,14442.83,28.83,,04-21
1274,000735,罗牛山,0.13,80.19,,4.36,,15296.52,91.49,,04-21
1275,000831,五矿稀土,0.03,63.68,,1.52,,3051.14,64.14,,04-21
1276,300250,初灵信息,0.34,-43.33,,4.69,,7789.72,-42.87,,04-21
1277,000417,合肥百货,0.27,-24.81,,5.89,,21314.8,-24.81,10派1.5,04-21
1278,000503,国新健康,0.02,-40.38,,1.17,,1667.49,-40.49,,04-21
1279,300008,天海防务,0.17,-59.86,,5.18,,16413.91,13.71,,04-21
1280,600371,万向德农,0.26,8.33,,12.79,,5763.26,4.96,10派2,04-21
1281,300417,南华仪器,0.46,6.02,,8.9,,3723.74,6.02,,04-21
1282,300158,振东制药,0.58,4.91,,5.6,,30153.59,48.49,,04-21
1283,603919,金徽酒,0.69,-18.82,,14.58,,25296.14,14.02,,04-21
1284,000750,国海证券,0.09,-62.5,,2.75,,37576.02,-63.0,10派0.6,04-21
1285,300174,元力股份,0.2,-36.47,,8.7,,4867.67,14.4,,04-21
1286,002141,贤丰控股,0.01,-21.36,,0.7,,915.72,8.57,10派0.01,04-21
1287,600209,*ST罗顿,-0.1,-0.67,,-7.11,,-4560.82,-0.72,,04-21
1288,603505,金石资源,0.35,25.0,,12.29,,7711.46,53.62,,04-21
1289,000422,*ST宜化,-5.74,301.05,,-160.93,,-509069.52,307.44,,04-21
1290,300303,聚飞光电,0.05,-78.26,,3.3,,5984.78,-61.44,,04-21
1291,000530,大冷股份,0.23,-25.81,,5.97,,20075.98,12.39,10派0.500277,04-21
1292,300335,迪森股份,0.59,67.63,,18.35,,21302.22,67.06,,04-21
1293,000548,湖南投资,0.26,116.67,,8.19,,13040.0,122.21,10派0.5,04-21
1294,300390,天华超净,0.09,80.0,,3.84,,3191.19,98.61,,04-21
1295,600425,青松建化,0.04,-109.52,,1.26,,5060.42,-108.79,,04-21
1296,600086,东方金钰,0.17,-7.86,,7.44,,23118.6,-7.83,,04-21
1297,002467,二六三,0.04,-108.33,,1.72,,3098.69,-108.19,,04-21
1298,000823,超声电子,0.36,2.49,,6.25,,19190.83,2.5,10派0.8,04-21
1299,000038,深大通,0.68,-26.2,,6.85,,35793.01,53.45,10派4,04-21
1300,002242,九阳股份,0.9,-1.1,,18.4,,68891.87,-1.26,,04-21
1301,600773,西藏城投,0.11,10.0,,2.65,,8195.21,11.68,10派0.1,04-21
1302,600408,*ST安泰,-0.28,-51.72,,-34.21,,-28192.88,-51.55,,04-21
1303,002055,得润电子,0.38,346.62,,8.83,,17475.58,351.85,10派0.5,04-21
1304,600880,博瑞传播,0.03,-50.0,,0.96,,3480.17,-42.13,10派0.1,04-21
1305,300475,聚隆科技,0.44,-8.33,,7.49,,8740.31,-9.55,,04-21
1306,603908,牧高笛,0.8,-15.79,,13.37,,5004.72,5.39,,04-21
1307,300184,力源信息,0.54,344.39,,9.51,,32381.85,583.9,10派0.499167,04-21
1308,600184,光电股份,0.09,50.0,,1.97,,4440.66,49.98,10派0.28,04-21
1309,000166,申万宏源,0.23,-14.81,,8.61,,459968.34,-14.96,10派0.5,04-21
1310,600330,天通股份,0.19,42.11,,4.26,,15686.4,42.17,10派0.5转2,04-21
1311,300077,国民技术,-0.88,-588.89,,-17.78,,-48803.59,-582.21,,04-21
1312,600851,海欣股份,0.09,17.05,,2.67,,10529.9,17.04,10派0.3,04-21
1313,300157,恒泰艾普,-0.63,-584.62,,-12.54,,-44613.54,-625.15,,04-21
1314,000056,皇庭国际,0.15,50.0,,3.41,,17782.37,56.71,10派0.4,04-21
1315,300580,贝斯特,0.71,-8.54,,12.04,,13964.1,19.4,,04-21
1316,600281,太化股份,0.01,-76.88,,1.37,,761.08,-76.89,,04-21
1317,002574,明牌珠宝,0.17,112.5,,2.82,,8725.37,99.6,,04-21
1318,601599,鹿港文化,0.33,65.0,,10.54,,29320.26,64.09,,04-21
1319,002370,亚太药业,0.38,-33.33,,8.91,,20215.21,61.35,10派1,04-21
1320,300396,迪瑞医疗,1.09,33.12,,14.44,,16739.28,33.77,,04-21
1321,300729,乐歌股份,0.95,0.0,,16.07,,6282.78,4.57,,04-21
1322,002698,博实股份,0.19,18.75,,6.95,,12954.42,17.96,,04-21
1323,002716,金贵银业,0.47,62.07,,8.41,,25345.49,75.39,,04-21
1324,002088,鲁阳节能,0.61,35.56,,12.02,,21375.13,104.22,10派5,04-21
1325,603123,翠微股份,0.28,33.33,,4.87,,14442.83,28.83,,04-21
1326,000735,罗牛山,0.13,80.19,,4.36,,15296.52,91.49,,04-21
1327,000831,五矿稀土,0.03,63.68,,1.52,,3051.14,64.14,,04-21
1328,603505,金石资源,0.35,25.0,,12.29,,7711.46,53.62,,04-21
1329,000422,*ST宜化,-5.74,301.05,,-160.93,,-509069.52,307.44,,04-21
1330,300303,聚飞光电,0.05,-78.26,,3.3,,5984.78,-61.44,10派0.6,04-21
1331,000530,大冷股份,0.23,-25.81,,5.97,,20075.98,12.39,10派0.500277,04-21
1332,300335,迪森股份,0.59,67.63,,18.35,,21302.22,67.06,,04-21
1333,000548,湖南投资,0.26,116.67,,8.19,,13040.0,122.21,10派0.5,04-21
1334,300417,南华仪器,0.46,6.02,,8.9,,3723.74,6.02,,04-21
1335,300158,振东制药,0.58,4.91,,5.6,,30153.59,48.49,,04-21
1336,603919,金徽酒,0.69,-18.82,,14.58,,25296.14,14.02,,04-21
1337,000750,国海证券,0.09,-62.5,,2.75,,37576.02,-63.0,10派0.6,04-21
1338,300174,元力股份,0.2,-36.47,,8.7,,4867.67,14.4,,04-21
1339,002141,贤丰控股,0.01,-21.36,,0.7,,915.72,8.57,10派0.01,04-21
1340,600209,*ST罗顿,-0.1,-0.67,,-7.11,,-4560.82,-0.72,,04-21
1341,002242,九阳股份,0.9,-1.1,,18.4,,68891.87,-1.26,10派7,04-21
1342,300390,天华超净,0.09,80.0,,3.84,,3191.19,98.61,,04-21
1343,600425,青松建化,0.04,-109.52,,1.26,,5060.42,-108.79,,04-21
1344,600086,东方金钰,0.17,-7.86,,7.44,,23118.6,-7.83,,04-21
1345,002467,二六三,0.04,-108.33,,1.72,,3098.69,-108.19,,04-21
1346,000823,超声电子,0.36,2.49,,6.25,,19190.83,2.5,10派0.8,04-21
1347,000038,深大通,0.68,-26.2,,6.85,,35793.01,53.45,10派4,04-21
1348,000166,申万宏源,0.23,-14.81,,8.61,,459968.34,-14.96,10派0.5,04-21
1349,600330,天通股份,0.19,42.11,,4.26,,15686.4,42.17,10派0.5转2,04-21
1350,600773,西藏城投,0.11,10.0,,2.65,,8195.21,11.68,10派0.1,04-21
1351,600408,*ST安泰,-0.28,-51.72,,-34.21,,-28192.88,-51.55,,04-21
1352,002055,得润电子,0.38,346.62,,8.83,,17475.58,351.85,10派0.5,04-21
1353,600880,博瑞传播,0.03,-50.0,,0.96,,3480.17,-42.13,10派0.1,04-21
1354,300475,聚隆科技,0.44,-8.33,,7.49,,8740.31,-9.55,,04-21
1355,603908,牧高笛,0.8,-15.79,,13.37,,5004.72,5.39,,04-21
1356,300184,力源信息,0.54,344.39,,9.51,,32381.85,583.9,10派0.499167,04-21
1357,600184,光电股份,0.09,50.0,,1.97,,4440.66,49.98,10派0.28,04-21
1358,000529,广弘控股,0.27,50.0,,11.88,,15532.27,47.04,10派0.68,04-20
1359,002670,国盛金控,0.39,-51.02,,4.85,,58064.25,16.56,,04-20
1360,600446,金证股份,0.16,-43.84,,8.42,,13200.01,-43.85,10派0.31,04-20
1361,600831,广电网络,0.29,26.07,,6.11,,17608.43,32.12,10派0.4,04-20
1362,300141,和顺电气,0.02,-88.89,,0.87,,610.11,-79.48,,04-20
1363,000720,*ST新能,-0.45,476.97,,-53.78,,-54895.63,722.95,,04-20
1364,603169,兰石重装,0.01,-45.0,,0.3,,898.87,-45.26,,04-20
1365,603260,合盛硅业,2.48,127.52,,42.12,,151697.24,132.81,,04-20
1366,300243,瑞丰高材,0.15,66.67,,6.18,,3061.93,71.91,,04-20
1367,002864,盘龙药业,0.65,6.56,,11.98,,4371.9,10.6,,04-20
1368,000153,丰原药业,0.21,42.44,,5.53,,6534.81,42.57,,04-20
1369,600732,ST新梅,0.14,211.87,,14.61,,6096.66,211.89,,04-20
1370,600766,园城黄金,0.01,0.0,,5.01,,263.77,-16.15,,04-20
1371,600456,宝钛股份,0.05,-41.77,,0.63,,2148.36,-41.72,10派0.5,04-20
1372,002386,天原集团,0.15,86.11,,2.5,,10265.38,86.18,,04-20
1373,002402,和而泰,0.21,53.21,,15.41,,17810.37,48.84,,04-20
1374,603833,欧派家居,3.21,26.38,,25.75,,130013.2,36.92,,04-20
1375,600890,中房股份,0.01,-119.17,,2.78,,805.56,-119.17,,04-20
1376,300162,雷曼股份,0.06,-33.33,,1.83,,2031.53,-33.96,,04-20
1377,600159,大龙地产,0.03,-75.0,,0.95,,2109.12,-79.13,10派0.2,04-20
1378,002450,康得新,0.7,16.67,,14.77,,247438.18,26.06,,04-20
1379,603181,皇马科技,0.89,48.33,,16.58,,14775.96,63.94,,04-20
1380,300501,海顺新材,0.98,-22.22,,11.24,,6581.12,1.87,,04-20
1381,600195,中牧股份,0.93,19.57,,11.11,,39987.41,19.57,10派3.26转4,04-20
1382,603999,读者传媒,0.13,-54.83,,4.52,,7528.09,-10.65,,04-20
1383,300573,兴齐眼药,0.49,-45.56,,7.36,,3943.71,-27.34,10派2.5,04-20
1384,000887,中鼎股份,0.93,22.37,,16.1,,112744.49,25.13,10派3,04-20
1385,000908,景峰医药,0.18,-52.77,,6.89,,16208.56,-52.33,10派0.1,04-20
1386,300280,南通锻压,0.04,101.71,,0.71,,451.95,102.08,,04-20
1387,603477,振静股份,0.35,9.38,,13.48,,6238.72,7.02,,04-20
1388,002311,海大集团,0.78,41.82,,20.01,,120722.52,41.06,,04-20
1389,002006,精功科技,0.22,57.14,,10.16,,9914.48,57.73,10派0.2,04-20
1390,002327,富安娜,0.6,15.38,,17.05,,49346.7,12.4,,04-20
1391,300726,宏达电子,0.55,0.68,,21.73,,19983.85,1.8,,04-20
1392,300119,瑞普生物,0.26,-23.01,,5.46,,10489.52,-21.0,,04-20
1393,002407,多氟多,0.41,-46.05,,9.56,,25651.2,-46.31,10派2,04-20
1394,603882,金域医学,0.46,4.55,,14.52,,18850.54,10.86,,04-20
1395,002748,世龙实业,0.63,43.81,,13.67,,15055.98,43.83,,04-20
1396,603985,恒润股份,1.27,-19.83,,11.93,,9069.61,-4.24,,04-20
1397,300200,高盟新材,0.18,-33.33,,3.87,,4332.35,-23.8,10派2,04-20
1398,600595,中孚实业,-0.11,-466.67,,-4.0,,-18933.27,-426.44,,04-20
1399,000913,钱江摩托,0.18,-75.0,,3.51,,8274.37,-74.79,,04-20
1400,603500,祥和实业,0.76,-2.56,,16.43,,7792.13,5.12,,04-20
1401,300612,宣亚国际,0.72,-33.94,,18.07,,7495.65,27.67,,04-20
1402,601369,陕鼓动力,0.15,-1.93,,3.97,,24108.13,0.63,,04-20
1403,002927,泰永长征,0.99,10.0,,19.78,,6961.03,9.88,10派1.85转3,04-20
1404,300317,珈伟股份,0.37,-48.74,,6.67,,31482.03,0.25,,04-20
1405,300333,兆日科技,0.06,-0.88,,2.22,,1894.43,-0.83,,04-20
1406,002316,亚联发展,-0.06,-1052.31,,-2.88,,-2434.82,-1058.03,,04-20
1407,603678,火炬电子,0.52,-53.98,,9.8,,23677.43,22.38,,04-20
1408,300415,伊之密,0.64,42.22,,28.95,,27548.83,153.1,,04-20
1409,600097,开创国际,0.51,1175.0,,14.02,,12255.36,1457.56,10派1.55,04-20
1410,300431,暴风集团,0.17,-15.0,,5.97,,5513.93,4.41,,04-20
1411,300463,迈克生物,0.67,19.64,,15.59,,37413.22,19.91,,04-20
1412,000900,现代投资,0.57,-29.8,,10.56,,86493.23,5.26,10派1,04-20
1413,002562,兄弟科技,0.76,137.5,,20.88,,40304.27,140.38,,04-20
1414,002273,水晶光电,0.54,38.46,,11.68,,35602.15,40.35,10派1转3,04-20
1415,300338,开元股份,0.49,1994.02,,8.63,,16008.04,2617.09,,04-20
1416,300032,金龙机电,-0.52,-373.68,,-9.58,,-41856.29,-406.99,,04-20
1417,601985,中国核电,0.29,0.35,,10.69,,449771.5,0.2,,04-20
1418,300388,国祯环保,0.65,58.54,,12.07,,19417.49,49.57,10派1.49999转7.99997,04-20
1419,603758,秦安股份,0.45,-21.05,,8.92,,18806.11,-13.55,,04-20
1420,002096,南岭民爆,0.07,-22.22,,1.32,,2704.51,-20.11,10派0.2,04-20
1421,600552,凯盛科技,0.1,-48.78,,3.26,,7741.07,2.45,,04-20
1422,002213,特尔佳,0.05,23.0,,2.8,,1012.77,26.87,,04-20
1423,002868,绿康生化,0.78,-24.27,,15.77,,8592.5,-6.97,,04-20
1424,000906,浙商中拓,0.34,6.25,,9.76,,17325.14,38.22,10派0.978021转2.93406,04-20
1425,300606,金太阳,0.63,4.88,,13.22,,5496.4,36.7,,04-20
1426,000413,东旭光电,0.33,13.79,,7.09,,174366.68,40.63,10派0.7,04-20
1427,600703,三安光电,0.78,47.17,,17.13,,316421.09,46.04,10派2.5,04-20
1428,000989,九芝堂,0.83,10.67,,16.69,,72141.98,10.68,10派4,04-20
1429,002310,东方园林,0.81,58.82,,21.29,,217792.17,68.1,,04-20
1430,603630,拉芳家化,0.84,-26.32,,9.46,,13804.95,-7.64,,04-20
1431,600010,包钢股份,0.05,1638.46,,4.27,,206125.55,2324.05,10派0.05,04-20
1432,600461,洪城水业,0.35,16.67,,8.74,,27396.95,17.9,,04-20
1433,600108,亚盛集团,0.05,29.64,,2.06,,9788.99,29.73,10派0.05,04-20
1434,002747,埃斯顿,0.11,-59.26,,6.27,,9305.4,35.67,,04-20
1435,603937,丽岛新材,0.58,3.57,,11.75,,9600.14,9.2,,04-20
1436,002165,红宝丽,0.07,-68.18,,2.63,,4090.28,-67.74,10派0.6,04-20
1437,002817,黄山胶囊,0.54,-28.95,,7.18,,4642.04,-11.22,,04-20
1438,002181,粤传媒,0.06,-61.7,,1.88,,7255.12,-61.72,10派0.07,04-20
1439,000023,深天地A,0.22,206.56,,7.63,,3050.08,206.47,10派0.5,04-20
1440,000766,通化金马,0.27,17.39,,6.07,,25787.93,20.81,,04-20
1441,002153,石基信息,0.39,8.33,,8.64,,41902.87,7.78,10派1,04-20
1442,600981,汇鸿集团,0.33,10.0,,8.72,,73679.36,11.01,10派1.5,04-20
1443,601020,华钰矿业,0.58,61.11,,18.26,,30446.6,62.67,,04-20
1444,600636,三爱富,0.11,-115.53,,1.91,,4780.72,-115.53,,04-20
1445,000088,盐田港,0.21,16.02,,6.63,,40435.52,14.93,10派0.21,04-20
1446,603496,恒为科技,0.86,3.97,,16.3,,7523.64,21.31,,04-20
1447,300347,泰格医药,0.6,100.6,,13.89,,30101.39,114.01,,04-20
1448,603638,艾迪精密,0.81,34.76,,18.1,,13968.72,75.94,,04-20
1449,300095,华伍股份,0.14,4.43,,4.08,,5176.97,11.51,10派0.3,04-20
1450,300418,昆仑万维,0.89,89.36,,16.39,,99866.61,87.9,,04-20
1451,300434,金石东方,0.66,251.62,,8.44,,11586.85,353.91,,04-20
1452,002431,棕榈股份,0.21,133.33,,6.23,,30427.36,151.83,10派0.3,04-20
1453,002757,南兴装备,0.99,62.93,,13.18,,10818.87,62.93,,04-20
1454,300582,英飞特,0.13,-80.88,,2.73,,2502.02,-62.59,10派0.21,04-20
1455,603399,吉翔股份,0.42,600.0,,11.1,,21965.09,647.76,,04-20
1456,300288,朗玛信息,0.29,16.0,,8.32,,9714.16,14.09,,04-20
1457,002287,奇正藏药,0.74,3.8,,16.78,,30084.24,3.79,10派4.1,04-20
1458,601689,拓普集团,1.06,11.58,,14.42,,73800.03,19.87,,04-20
1459,001896,豫能控股,0.05,-91.26,,0.86,,5353.35,-88.36,,04-20
1460,603028,赛福天,0.11,-26.67,,3.53,,2403.83,-22.76,,04-20
1461,300439,美康生物,0.62,19.23,,13.84,,21419.32,20.68,,04-20
1462,000688,建新矿业,0.36,76.02,,21.04,,41239.36,75.99,10派1,04-20
1463,603227,雪峰科技,0.03,-152.83,,1.63,,1846.05,-174.23,,04-20
1464,002831,裕同科技,2.33,-4.13,,20.15,,93190.1,6.53,,04-20
1465,000825,太钢不锈,0.81,303.48,,18.72,,462188.51,303.43,10派2.43,04-20
1466,002195,二三四五,0.29,-12.12,,13.35,,94754.54,49.23,10派0.3转3,04-20
